Date,Open,High,Low,Close,Turnover,收盘-开盘(a),最高-最低(b)
 2019-01-08,24.9,25.16,24.63,24.79,6655691,-0.10999999999999943,0.5300000000000011
 2019-01-09,25,25.33,24.7,24.76,6916817,-0.23999999999999844,0.629999999999999
 2019-01-10,24.66,24.99,24.16,24.74,6071960,0.0799999999999983,0.8299999999999983
 2019-01-11,24.77,25,24.43,24.7,4428992,-0.07000000000000028,0.5700000000000003
 2019-01-14,24.79,24.8,24.3,24.46,5383955,-0.3299999999999983,0.5
 2019-01-15,24.52,25,24.4,24.96,10263141,0.4400000000000013,0.6000000000000014
 2019-01-16,24.99,25.12,24.7,25.06,7337821,0.07000000000000028,0.4200000000000017
 2019-01-17,25,25.01,24.48,24.5,9515779,-0.5,0.5300000000000011
 2019-01-18,24.55,24.62,24.11,24.5,11627254,-0.05000000000000071,0.5100000000000016
 2019-01-28,24.6,24.94,23.04,24.14,23090670,-0.46000000000000085,1.9000000000000021
 2019-01-29,23.86,24.68,23.57,24.66,18093172,0.8000000000000007,1.1099999999999994
 2019-01-30,24.4,24.92,24.24,24.38,7139244,-0.019999999999999574,0.6800000000000033
 2019-01-31,24.27,25.1,24.1,25,10785924,0.7300000000000004,1.0
 2019-02-01,25.08,25.35,24.75,25.11,12398516,0.030000000000001137,0.6000000000000014
 2019-02-11,25.07,25.65,24.85,25.63,14983592,0.5599999999999987,0.7999999999999972
 2019-02-12,25.55,25.85,25.12,25.33,15070973,-0.22000000000000242,0.7300000000000004
 2019-02-13,25.29,25.51,25.05,25.4,12391473,0.10999999999999943,0.46000000000000085
 2019-02-14,25.36,25.99,25.22,25.77,12095485,0.41000000000000014,0.7699999999999996
 2019-02-15,25.65,25.96,24.9,25.16,14436211,-0.48999999999999844,1.0600000000000023
 2019-02-18,25.25,25.63,25.03,25.54,19278494,0.28999999999999915,0.5999999999999979
 2019-02-19,25.55,25.55,24.61,24.89,17165100,-0.6600000000000001,0.9400000000000013
 2019-02-20,24.89,25.19,24.61,24.75,11108079,-0.14000000000000057,0.5800000000000018
 2019-02-21,24.7,24.71,24,24.56,20248636,-0.14000000000000057,0.7100000000000009
 2019-02-22,24.42,24.49,23.92,24.12,27431574,-0.3000000000000007,0.5699999999999967
 2019-02-25,24,24.82,23.8,24.77,51781264,0.7699999999999996,1.0199999999999996
 2019-02-26,24.59,24.59,23.98,24.08,35645392,-0.5100000000000016,0.6099999999999994
 2019-02-27,24.08,24.43,23.86,23.94,26793048,-0.13999999999999702,0.5700000000000003
 2019-02-28,23.95,24.15,23.83,24.15,16449586,0.1999999999999993,0.3200000000000003
 2019-03-01,24.23,24.35,24,24.29,21430434,0.05999999999999872,0.3500000000000014
 2019-03-04,24.35,25.33,24.34,25.07,46065612,0.7199999999999989,0.9899999999999984
 2019-03-05,25.04,25.48,24.56,24.94,28324544,-0.09999999999999787,0.9200000000000017
 2019-03-06,24.8,24.99,24.4,24.62,25121168,-0.17999999999999972,0.5899999999999999
 2019-03-07,24.49,24.5,24.01,24.2,22765396,-0.28999999999999915,0.48999999999999844
 2019-03-08,24,24.35,23.71,23.81,19041032,-0.19000000000000128,0.6400000000000006
 2019-03-11,23.81,24.29,23.6,24.25,25312536,0.4400000000000013,0.6899999999999977
 2019-03-12,24.31,26.6,24.13,25.97,67244768,1.6600000000000001,2.4700000000000024
 2019-03-13,25.97,26,24.92,25.24,36487224,-0.7300000000000004,1.0799999999999983
 2019-03-14,25.01,25.59,24.93,25.16,17558138,0.14999999999999858,0.6600000000000001
 2019-03-15,25.3,25.7,25.11,25.32,24037706,0.019999999999999574,0.5899999999999999
 2019-03-18,25.3,26.18,25.15,25.81,35235704,0.509999999999998,1.0300000000000011
 2019-03-19,25.94,26.03,25.42,25.58,21552074,-0.360000000000003,0.6099999999999994
 2019-03-20,25.6,26.78,25.5,26.39,41193688,0.7899999999999991,1.2800000000000011
 2019-03-21,26.46,26.63,26.12,26.31,19590296,-0.15000000000000213,0.509999999999998
 2019-03-22,26.37,26.38,25.44,25.78,21550844,-0.5899999999999999,0.9399999999999977
 2019-03-25,25.2,25.63,24.88,24.9,27990840,-0.3000000000000007,0.75
 2019-03-26,24.97,25.19,24.68,24.8,15879513,-0.16999999999999815,0.5100000000000016
 2019-03-27,24.88,25.31,24.67,25.3,17422340,0.4200000000000017,0.639999999999997
 2019-03-28,25.19,25.44,25,25.12,12271773,-0.07000000000000028,0.4400000000000013
 2019-03-29,25.3,25.91,25.17,25.85,22882446,0.5500000000000007,0.7399999999999984
 2019-04-01,25.95,26.56,25.83,26.31,26751828,0.35999999999999943,0.7300000000000004
 2019-04-02,26.3,26.45,25.72,25.88,21569080,-0.4200000000000017,0.7300000000000004
 2019-04-03,25.82,25.83,25.5,25.8,19327876,-0.019999999999999574,0.3299999999999983
 2019-04-04,25.79,26.2,25.74,26.04,26524240,0.25,0.46000000000000085
 2019-04-08,26.1,27,26.08,26.71,32985000,0.6099999999999994,0.9200000000000017
 2019-04-09,26.58,27.88,26.36,27.48,35867776,0.9000000000000021,1.5199999999999996
 2019-04-10,27.16,28.05,26.88,27.53,23687524,0.370000000000001,1.1700000000000017
 2019-04-11,27.55,27.7,26.34,26.38,23862432,-1.1700000000000017,1.3599999999999994
 2019-04-12,26.4,27.05,26.27,26.69,14674980,0.2900000000000027,0.7800000000000011
 2019-04-15,26.85,27.56,26.5,26.54,17263660,-0.3100000000000023,1.0599999999999987
 2019-04-16,26.32,27.2,26.2,27.04,12686203,0.7199999999999989,1.0
 2019-04-17,27.02,27.4,26.72,27.38,17760196,0.35999999999999943,0.6799999999999997
 2019-04-18,27.39,27.65,27.11,27.2,13595011,-0.19000000000000128,0.5399999999999991
 2019-04-19,27.26,27.38,26.47,26.75,20807166,-0.5100000000000016,0.9100000000000001
 2019-04-22,26.5,26.61,25.71,25.78,20949140,-0.7199999999999989,0.8999999999999986
 2019-04-23,25.76,27.28,25.69,26.95,31486666,1.1899999999999977,1.5899999999999999
 2019-04-24,26.96,27.08,26.51,26.85,18536682,-0.10999999999999943,0.5699999999999967
 2019-04-25,26.75,27.85,26.6,26.76,30365996,0.010000000000001563,1.25
 2019-04-26,26.55,26.96,25.81,25.9,20629508,-0.6500000000000021,1.1500000000000021
 2019-04-29,25.96,26.8,25.45,26.3,19374376,0.33999999999999986,1.3500000000000014
 2019-04-30,26.46,28.05,26.32,27.83,37230208,1.3699999999999974,1.7300000000000004
 2019-05-06,26.8,27.4,25.65,26.3,33635848,-0.5,1.75
 2019-05-07,26.3,27.8,26.06,27.75,36258248,1.4499999999999993,1.740000000000002
 2019-05-08,27.17,27.37,25.9,26.04,36012896,-1.1300000000000026,1.4700000000000024
 2019-05-09,25.73,26.17,24.73,24.82,32811348,-0.9100000000000001,1.4400000000000013
 2019-05-10,25.17,25.54,24.27,25.36,27778414,0.18999999999999773,1.2699999999999996
 2019-05-13,24.99,25.71,24.75,25.21,18006748,0.22000000000000242,0.9600000000000009
 2019-05-14,24.91,25.6,24.75,25.24,13774144,0.3299999999999983,0.8500000000000014
 2019-05-15,25.4,26.25,25.31,26.14,20785438,0.740000000000002,0.9400000000000013
 2019-05-16,26.12,26.39,25.85,26,10919454,-0.120000000000001,0.5399999999999991
 2019-05-17,26,26,24.92,25.14,20180620,-0.8599999999999994,1.0799999999999983
 2019-05-20,25.1,25.1,24.42,24.88,13936418,-0.22000000000000242,0.6799999999999997
 2019-05-21,24.85,25.31,24.71,25.18,13536000,0.3299999999999983,0.5999999999999979
 2019-05-22,25.12,25.38,25.01,25.15,9819788,0.029999999999997584,0.36999999999999744
 2019-05-23,25.1,25.1,24.55,24.65,10107908,-0.45000000000000284,0.5500000000000007
 2019-05-24,24.62,25,24.61,24.81,8290406,0.18999999999999773,0.39000000000000057
 2019-05-27,24.87,25.31,24.65,25.25,9549488,0.379999999999999,0.6600000000000001
 2019-05-28,25.18,25.73,25.05,25.68,17783328,0.5,0.6799999999999997
 2019-05-29,25.33,25.5,25.09,25.25,9950677,-0.0799999999999983,0.41000000000000014
 2019-05-30,25.18,25.42,24.85,25.16,9505148,-0.019999999999999574,0.5700000000000003
 2019-05-31,25.18,25.3,24.75,25.07,7392641,-0.10999999999999943,0.5500000000000007
 2019-06-03,25.2,25.35,24.45,24.74,17600068,-0.46000000000000085,0.9000000000000021
 2019-06-04,24.63,24.69,23.86,24.08,20216292,-0.5500000000000007,0.8300000000000018
 2019-06-05,24.17,24.31,23.99,24.05,10882926,-0.120000000000001,0.3200000000000003
 2019-06-06,24.08,24.19,23.74,24.09,9267678,0.010000000000001563,0.45000000000000284
 2019-06-10,24.11,24.52,23.85,24.35,13816926,0.240000000000002,0.6699999999999982
 2019-06-11,24.35,24.88,24.35,24.83,16787688,0.4799999999999969,0.5299999999999976
 2019-06-12,24.68,24.78,24.35,24.45,11902042,-0.23000000000000043,0.4299999999999997
 2019-06-13,24.45,24.46,24.01,24.13,11031576,-0.3200000000000003,0.4499999999999993
 2019-06-14,24.16,24.33,24.02,24.07,8432669,-0.08999999999999986,0.3099999999999987
 2019-06-17,24.07,24.28,24,24.19,8268966,0.120000000000001,0.28000000000000114
 2019-06-18,24.13,24.35,23.88,24.33,7837976,0.1999999999999993,0.4700000000000024
 2019-06-19,24.74,24.89,24.37,24.4,14974577,-0.33999999999999986,0.5199999999999996
 2019-06-20,24.3,25.15,24.3,24.82,14281119,0.5199999999999996,0.8499999999999979
