Date,Open,High,Low,Close,Turnover,收盘-开盘(a),最高-最低(b)
 2019-01-21,39.03,40.15,38.85,39.48,58980900,0.44999999999999574,1.2999999999999972
 2019-01-22,39.47,39.47,38.67,38.91,31945880,-0.5600000000000023,0.7999999999999972
 2019-01-23,38.72,39.46,38.48,39.19,34826524,0.46999999999999886,0.980000000000004
 2019-01-24,39.46,39.5,39,39.38,29729032,-0.0799999999999983,0.5
 2019-01-25,39.56,40.1,39.23,39.9,48283884,0.3399999999999963,0.8700000000000045
 2019-01-28,40.1,41.29,40.05,40.29,51847664,0.18999999999999773,1.240000000000002
 2019-01-29,40.25,41.17,40.12,41.1,52298076,0.8500000000000014,1.0500000000000043
 2019-01-30,40.83,41.05,40.44,40.7,33230654,-0.12999999999999545,0.6099999999999994
 2019-01-31,41.08,41.75,40.88,41.75,47374588,0.6700000000000017,0.8699999999999974
 2019-02-01,42.35,42.35,41.65,41.96,40894728,-0.39000000000000057,0.7000000000000028
 2019-02-11,41.87,43.28,41.79,43.07,39917348,1.2000000000000028,1.490000000000002
 2019-02-12,43.07,43.45,42.82,43.22,36698352,0.14999999999999858,0.6300000000000026
 2019-02-13,43.37,43.65,42.83,43.51,41802504,0.14000000000000057,0.8200000000000003
 2019-02-14,43.46,44.5,43.21,44.35,43546156,0.8900000000000006,1.2899999999999991
 2019-02-15,44.24,44.25,42.66,42.75,64381716,-1.490000000000002,1.5900000000000034
 2019-02-18,43.29,44.28,43.21,44.09,48026016,0.8000000000000043,1.0700000000000003
 2019-02-19,44.5,45.5,44.25,44.62,53235008,0.11999999999999744,1.25
 2019-02-20,44.99,45.08,44.25,44.99,33464112,0.0,0.8299999999999983
 2019-02-21,45.1,45.5,44.62,44.84,44965516,-0.259999999999998,0.8800000000000026
 2019-02-22,44.79,45,43.99,44.96,45113200,0.1700000000000017,1.009999999999998
 2019-02-25,45.11,46.1,44.4,46.08,93008256,0.9699999999999989,1.7000000000000028
 2019-02-26,46.02,46.02,44.81,44.93,67527000,-1.0900000000000034,1.2100000000000009
 2019-02-27,45.3,45.36,44.2,44.55,46966648,-0.75,1.1599999999999966
 2019-02-28,44.5,45.13,44.44,44.8,34638052,0.29999999999999716,0.6900000000000048
 2019-03-01,45.16,45.86,45.03,45.73,64503000,0.5700000000000003,0.8299999999999983
 2019-03-04,46.27,47.74,46,46.65,88029512,0.37999999999999545,1.740000000000002
 2019-03-05,47.05,47.47,46.7,47.08,53711472,0.030000000000001137,0.769999999999996
 2019-03-06,47.3,47.8,46.71,47.1,47632360,-0.19999999999999574,1.0899999999999963
 2019-03-07,47.1,47.11,45.5,45.74,63612512,-1.3599999999999994,1.6099999999999994
 2019-03-08,44.76,45.39,44.43,44.51,63223056,-0.25,0.9600000000000009
 2019-03-11,44.51,45.46,44.51,45.37,42744104,0.8599999999999994,0.9500000000000028
