Date,Open,High,Low,Close,Turnover,收盘-开盘(a),最高-最低(b)
 2019-01-08,4.66,5.04,4.62,4.9,98034392,0.2400000000000002,0.41999999999999993
 2019-01-09,4.9,4.95,4.83,4.84,65148176,-0.0600000000000005,0.1200000000000001
 2019-01-10,4.84,4.97,4.83,4.85,47151232,0.009999999999999787,0.13999999999999968
 2019-01-11,4.85,4.93,4.82,4.9,41323556,0.05000000000000071,0.10999999999999943
 2019-01-14,4.89,4.96,4.85,4.89,38016148,0.0,0.11000000000000032
 2019-01-15,4.9,4.94,4.83,4.92,47612096,0.019999999999999574,0.11000000000000032
 2019-01-16,4.9,4.92,4.85,4.87,33845428,-0.03000000000000025,0.07000000000000028
 2019-01-17,4.76,4.76,4.51,4.61,102539568,-0.14999999999999947,0.25
 2019-01-18,4.59,4.68,4.55,4.64,74922096,0.04999999999999982,0.1299999999999999
 2019-01-21,4.64,4.7,4.59,4.66,50770216,0.020000000000000462,0.11000000000000032
 2019-01-22,4.64,4.76,4.61,4.68,55981080,0.040000000000000036,0.14999999999999947
 2019-01-23,4.63,4.66,4.53,4.58,65169080,-0.04999999999999982,0.1299999999999999
 2019-01-24,4.49,4.53,4.41,4.42,120077688,-0.07000000000000028,0.1200000000000001
 2019-01-25,4.4,4.5,4.39,4.46,76264576,0.05999999999999961,0.11000000000000032
 2019-01-28,4.5,4.52,4.4,4.41,47239480,-0.08999999999999986,0.11999999999999922
 2019-01-29,4.38,4.39,4.03,4.28,68502592,-0.09999999999999964,0.35999999999999943
 2019-01-30,4.23,4.3,4.16,4.17,41653752,-0.0600000000000005,0.13999999999999968
 2019-01-31,4.2,4.21,4.05,4.1,52704952,-0.10000000000000053,0.16000000000000014
 2019-02-01,4.12,4.26,4.12,4.26,49759416,0.13999999999999968,0.13999999999999968
 2019-02-11,4.29,4.39,4.27,4.38,51762564,0.08999999999999986,0.1200000000000001
 2019-02-12,4.37,4.58,4.36,4.52,89643952,0.14999999999999947,0.21999999999999975
 2019-02-13,4.57,4.97,4.56,4.97,250958288,0.39999999999999947,0.41000000000000014
 2019-02-14,5.3,5.3,4.92,4.99,320759616,-0.3099999999999996,0.3799999999999999
 2019-02-15,4.95,5.48,4.91,5.28,336881760,0.33000000000000007,0.5700000000000003
 2019-02-18,5.33,5.54,5.23,5.45,321317376,0.1200000000000001,0.3099999999999996
 2019-02-19,5.46,5.65,5.33,5.5,323828768,0.040000000000000036,0.3200000000000003
 2019-02-20,5.46,5.5,5.32,5.38,216989088,-0.08000000000000007,0.17999999999999972
 2019-02-21,5.37,5.57,5.27,5.36,278169376,-0.009999999999999787,0.3000000000000007
 2019-02-22,5.3,5.53,5.27,5.45,216497552,0.15000000000000036,0.2600000000000007
 2019-02-25,5.6,5.9,5.52,5.85,384274688,0.25,0.3800000000000008
 2019-02-26,5.83,6.09,5.56,5.78,390854368,-0.04999999999999982,0.5300000000000002
 2019-02-27,5.7,5.84,5.5,5.61,217831776,-0.08999999999999986,0.33999999999999986
 2019-02-28,5.62,5.78,5.6,5.67,123620720,0.04999999999999982,0.1800000000000006
 2019-03-01,5.74,5.78,5.59,5.72,130190584,-0.020000000000000462,0.1900000000000004
 2019-03-04,5.77,5.97,5.71,5.8,258780320,0.03000000000000025,0.2599999999999998
 2019-03-05,5.79,6.34,5.74,6.27,352177440,0.47999999999999954,0.5999999999999996
 2019-03-06,6.2,6.26,6.05,6.22,283715040,0.019999999999999574,0.20999999999999996
 2019-03-07,6.17,6.43,6.1,6.25,246330432,0.08000000000000007,0.33000000000000007
 2019-03-08,6.08,6.66,6.01,6.37,379300960,0.29000000000000004,0.6500000000000004
 2019-03-11,6.49,6.72,6.31,6.69,328740768,0.20000000000000018,0.41000000000000014
 2019-03-12,6.8,6.84,6.47,6.62,305192896,-0.17999999999999972,0.3700000000000001
 2019-03-13,6.56,6.57,6.22,6.32,233192048,-0.23999999999999932,0.35000000000000053
 2019-03-14,6.38,6.46,6.01,6.09,183013216,-0.29000000000000004,0.4500000000000002
 2019-03-15,6.16,6.19,6.01,6.14,126366032,-0.020000000000000462,0.1800000000000006
 2019-03-18,6.22,6.38,6.14,6.33,162193584,0.11000000000000032,0.2400000000000002
 2019-03-19,6.34,6.48,6.26,6.36,139758640,0.020000000000000462,0.22000000000000064
 2019-03-20,6.37,6.38,6.13,6.24,113471096,-0.1299999999999999,0.25
 2019-03-21,6.28,6.4,6.24,6.29,130978864,0.009999999999999787,0.16000000000000014
 2019-03-22,6.31,6.33,6.13,6.26,108350760,-0.04999999999999982,0.20000000000000018
 2019-03-25,6.15,6.25,6.1,6.11,103958224,-0.040000000000000036,0.15000000000000036
 2019-03-26,6.12,6.16,5.82,5.84,142331680,-0.28000000000000025,0.33999999999999986
 2019-03-27,5.91,5.95,5.74,5.88,91012424,-0.03000000000000025,0.20999999999999996
 2019-03-28,5.82,5.98,5.75,5.81,86895088,-0.010000000000000675,0.23000000000000043
 2019-03-29,5.83,6.05,5.72,6.04,126331920,0.20999999999999996,0.33000000000000007
 2019-04-01,6.08,6.27,6.08,6.24,152038592,0.16000000000000014,0.1899999999999995
 2019-04-02,6.24,6.37,6.18,6.3,160826128,0.05999999999999961,0.1900000000000004
 2019-04-03,6.24,6.31,6.19,6.28,99609584,0.040000000000000036,0.11999999999999922
 2019-04-04,6.3,6.54,6.24,6.42,203146704,0.1200000000000001,0.2999999999999998
 2019-04-08,6.44,6.47,6.14,6.22,172404416,-0.22000000000000064,0.33000000000000007
