Date,Open,High,Low,Close,Turnover,收盘-开盘(a),最高-最低(b)
 2019-01-29,3.95,4.02,3.93,4,61423592,0.04999999999999982,0.08999999999999941
 2019-01-30,4,4.02,3.97,3.99,56118416,-0.009999999999999787,0.04999999999999938
 2019-01-31,4.01,4.1,3.99,4.09,112481336,0.08000000000000007,0.10999999999999943
 2019-02-01,4.11,4.11,4.03,4.07,77113120,-0.040000000000000036,0.08000000000000007
 2019-02-11,4.04,4.09,4.02,4.09,79151008,0.04999999999999982,0.07000000000000028
 2019-02-12,4.08,4.08,4,4.04,111487920,-0.040000000000000036,0.08000000000000007
 2019-02-13,4.04,4.09,4,4.07,106989752,0.03000000000000025,0.08999999999999986
 2019-02-14,4.05,4.07,4.03,4.05,57657760,0.0,0.040000000000000036
 2019-02-15,4.05,4.05,3.97,3.99,64311064,-0.05999999999999961,0.07999999999999963
 2019-02-18,4,4.03,3.99,4.02,105632472,0.019999999999999574,0.040000000000000036
 2019-02-19,4.02,4.06,3.99,4.03,120529840,0.010000000000000675,0.0699999999999994
 2019-02-20,4.03,4.07,4.02,4.05,100473256,0.019999999999999574,0.05000000000000071
 2019-02-21,4.05,4.07,4.01,4.02,69626912,-0.03000000000000025,0.0600000000000005
 2019-02-22,4.02,4.08,3.98,4.06,85974664,0.040000000000000036,0.10000000000000009
 2019-02-25,4.07,4.35,4.07,4.29,250402688,0.21999999999999975,0.27999999999999936
 2019-02-26,4.25,4.34,4.16,4.17,208144016,-0.08000000000000007,0.17999999999999972
 2019-02-27,4.18,4.37,4.17,4.26,240245168,0.08000000000000007,0.20000000000000018
 2019-02-28,4.25,4.3,4.18,4.23,122834920,-0.019999999999999574,0.1200000000000001
 2019-03-01,4.25,4.4,4.2,4.4,186808944,0.15000000000000036,0.20000000000000018
 2019-03-04,4.43,4.62,4.41,4.49,309802464,0.0600000000000005,0.20999999999999996
 2019-03-05,4.46,4.5,4.41,4.47,123985344,0.009999999999999787,0.08999999999999986
 2019-03-06,4.46,4.52,4.41,4.48,137427664,0.020000000000000462,0.10999999999999943
 2019-03-07,4.46,4.47,4.35,4.36,203764672,-0.09999999999999964,0.1200000000000001
 2019-03-08,4.29,4.31,4.15,4.17,184085408,-0.1200000000000001,0.15999999999999925
 2019-03-11,4.16,4.2,4.12,4.17,143066240,0.009999999999999787,0.08000000000000007
 2019-03-12,4.19,4.25,4.16,4.18,159348912,-0.010000000000000675,0.08999999999999986
 2019-03-13,4.18,4.23,4.13,4.16,144188992,-0.019999999999999574,0.10000000000000053
 2019-03-14,4.17,4.2,4.11,4.13,108233096,-0.040000000000000036,0.08999999999999986
 2019-03-15,4.13,4.18,4.12,4.13,92068864,0.0,0.05999999999999961
 2019-03-18,4.15,4.22,4.12,4.22,140766528,0.0699999999999994,0.09999999999999964
 2019-03-19,4.21,4.25,4.16,4.18,112591960,-0.03000000000000025,0.08999999999999986
 2019-03-20,4.16,4.21,4.15,4.18,88098840,0.019999999999999574,0.05999999999999961
 2019-03-21,4.17,4.19,4.13,4.14,121158416,-0.03000000000000025,0.0600000000000005
 2019-03-22,4.14,4.15,4.08,4.11,124310432,-0.02999999999999936,0.07000000000000028
 2019-03-25,4.08,4.08,4.02,4.02,122940984,-0.0600000000000005,0.0600000000000005
 2019-03-26,4.04,4.05,3.98,4,83170856,-0.040000000000000036,0.06999999999999984
 2019-03-27,4.01,4.05,4,4.02,82744120,0.009999999999999787,0.04999999999999982
 2019-03-28,4.01,4.02,3.97,4,62664092,-0.009999999999999787,0.04999999999999938
 2019-03-29,4,4.12,3.98,4.1,204588992,0.09999999999999964,0.14000000000000012
 2019-04-01,4.1,4.17,4.1,4.16,197754144,0.0600000000000005,0.07000000000000028
 2019-04-02,4.17,4.2,4.13,4.15,186154448,-0.019999999999999574,0.07000000000000028
 2019-04-03,4.11,4.17,4.09,4.17,158322048,0.05999999999999961,0.08000000000000007
 2019-04-04,4.17,4.23,4.16,4.23,257477056,0.0600000000000005,0.07000000000000028
 2019-04-08,4.25,4.35,4.21,4.26,283426752,0.009999999999999787,0.13999999999999968
 2019-04-09,4.24,4.27,4.21,4.24,165323856,0.0,0.05999999999999961
 2019-04-10,4.23,4.23,4.14,4.17,207018208,-0.0600000000000005,0.09000000000000075
 2019-04-11,4.17,4.2,4.11,4.13,132854664,-0.040000000000000036,0.08999999999999986
 2019-04-12,4.12,4.14,4.1,4.14,79397792,0.019999999999999574,0.040000000000000036
 2019-04-15,4.18,4.26,4.17,4.17,187245968,-0.009999999999999787,0.08999999999999986
 2019-04-16,4.15,4.37,4.14,4.34,302258336,0.1899999999999995,0.23000000000000043
 2019-04-17,4.32,4.44,4.31,4.38,206239920,0.05999999999999961,0.13000000000000078
 2019-04-18,4.38,4.4,4.27,4.31,127369632,-0.07000000000000028,0.13000000000000078
 2019-04-19,4.33,4.38,4.29,4.32,89360160,-0.009999999999999787,0.08999999999999986
 2019-04-22,4.32,4.35,4.2,4.22,120476936,-0.10000000000000053,0.14999999999999947
 2019-04-23,4.22,4.27,4.2,4.24,118907680,0.020000000000000462,0.0699999999999994
 2019-04-24,4.26,4.27,4.18,4.23,87543328,-0.02999999999999936,0.08999999999999986
 2019-04-25,4.23,4.23,4.17,4.19,86378976,-0.040000000000000036,0.0600000000000005
 2019-04-26,4.17,4.18,4.08,4.09,149315456,-0.08000000000000007,0.09999999999999964
 2019-04-29,4.11,4.22,4.1,4.17,153062368,0.05999999999999961,0.1200000000000001
