{13B67BCB-AFCE-4100-AD2B-76EF178BA228},2020-01-15 00:00:00,"Massive loss of bees, decapitated. No hornet specimens were located.",Unverified, ,2020-01-15 00:00:00,48.9392,-122.6613
{BBBA5BA0-CAFB-43D3-8F1D-FB2D9CF777E0},2019-08-31 00:00:00,"I was cleaning my gutters when I heard a snapping noise coming from the wall of my house. It was sitting on a dirt clump that looked to have been starting a nest. I backed away, and waited till evening to spray hornet killer on it. Next day knocked down",Unverified,"Thanks for this report. I can't verify it from this information, but we will be surveying in the area this spring and summer. Please do reach out if you see another!",2020-02-14 00:00:00,48.723779,-122.354431
{EB4746A1-5A8B-4D7D-9149-D560988238EC},2019-10-15 00:00:00,"We found about a dozen of these bees in our backfield last October while we were storing bee boxes, Sorry no pictures",Unverified,Thanks for your submission. Here's hoping they were some other large insect!,2020-02-27 00:00:00,48.986176,-122.69745
{E6ADE6FB-0BD3-43EC-8E75-72EFC6F029FB},2020-03-01 00:00:00,Reported to Washington Invasive Species Council via voicemail,Unverified, ,2020-03-02 00:00:00,48.186024,-122.34468
{0AF6F3AA-8565-4B8F-8BF5-8D43D9677FE2},2019-07-17 00:00:00, ,Unverified,Thank you for your submission. Since there is no accompanying information we are unable to verify this sighting.,2020-03-19 00:00:00,47.487496,-118.958142
{630D20B9-8DD9-41E0-84FE-7C4F87C412E6},2020-03-16 00:00:00,An enormous bee-like insect buzzed around the window sill in my south-facing upstairs bedroom window. It was much longer than any bee or hornet/wasp I have ever seen. The sheer length of it was unlike anything I've seen before. It appeared fuzzy like a b,Unverified,"Hmm... This sounds like one of our native sawflies, which are large and can be active this time of year. Impossible to say without a picture.",2020-03-19 00:00:00,48.419995,-122.33213
{72E591F1-F42C-4754-94FF-DBDF791BBF2E},2020-03-20 00:00:00,It wasn't huge but definitely  had a yellow head and yellow mid section,Unverified,Thanks for your submission. There are many insects that this could be besides the Asian giant hornet. Keep your fingers crossed that it isn't!,2020-03-21 00:00:00,48.93401,-122.48545
{4F753C6C-B49B-4C2D-AD30-8CDAF540DE9F},2020-03-27 00:00:00,Digging garden area and uncovered a bee,Unverified,Hopefully it is just a bee!,2020-03-28 00:00:00,47.936452,-122.137477
{9610DC8B-98D0-4C39-8235-55CE16B16F57},2016-06-20 00:00:00,"The large size caught my attention.  I took a number of photos at the time, but haven't located them other than one I sent to another person.  It is still on a text message on a phone I do not use anymore.  Just looked it up and it appears to be what you",Unverified,"Thanks for your submission. I don't see a way to contact you. However, the very early date (if it was in 2016) puts my mind at ease. If you can find the picture, please email me with your contact information: clooney@agr.wa.gov",2020-03-29 00:00:00,47.887101,-121.972109
{2BDDD0B5-3687-494E-BBAD-8FE8DC6F6542},2019-08-02 00:00:00,These wasps visited my garden daily throughout the summer. They hunted particularly on my flowering Oregano plant.  They typically were there from mid morning to early evening. I’ve seem at least 2-3 there at the same time.,Unverified, ,2020-03-31 00:00:00,46.815183,-122.987709
{EAC16248-52B7-4B86-8BA3-0913E2EE3A3A},2018-07-01 00:00:00,"We've been noticing big, red hornet/wasps that live under the stone path in our backyard last summer. We didn't have an ID on them until now. No current photo unfortunately.",Unverified,Please try and get a picture if you see them again!,2020-04-03 00:00:00,47.665711,-122.326871
{825396BC-07DE-45EA-8EC4-1311B30C10B8},2016-08-25 00:00:00,"We were at Skyline divide in 2016, I got the time and date from pictures taken during the hike. I didn’t put 2 and 2 together until today, up until then I thought I just got chased by the biggest, meanest hornets in the world that day, but hey, it’s",Unverified,"Thanks for this submission. That description is suspicious, but could still be one of our native species. We'll check it out.",2020-04-04 00:00:00,48.857859,-121.844931
{47D28B3C-3C0D-435E-99F1-2CFE2A0F82A0},2019-09-14 00:00:00,"Observed flying around my porch. Hovered in place like a humming bird while facing me. I tried, but was unable to snap a photo.",Unverified, ,2020-04-04 00:00:00,48.64683,-122.369771
{A0161ABC-0636-445B-A877-BBB2CA55EC8F},2020-04-05 00:00:00,"I am fairly confident this is what chased me around my pasture yesterday.  It is as huge, fast, and incessant.  I even smacked it hard with my cell phone, which stunned it, then it came back at me.  I was out checking my raspberry rows.  It didn’t stop",Unverified, ,2020-04-05 00:00:00,46.240112,-122.915848
{AA08DB6A-08EF-4922-8D7E-AAFF5A9B8599},2020-04-06 00:00:00, ,Unverified, ,2020-04-06 00:00:00,47.526522,-122.324858
{22E3A08D-494C-4539-8894-FDC32F2C9855},2020-04-06 00:00:00,"Unknown if this is our invasive species, but its a growing colony right above the sidewalk on the concrete support wall for the Highway 99 overpass over Cloverdale, on the northwest corner.  Definitely a hazard to pedestrians regardless of species.  Didn",Unverified,This is unlikely to be the AGH based on you description of the nest.,2020-04-06 00:00:00,47.526507,-122.324826
{CBF357AE-C33D-48C4-A4E0-DFC79F7C11DC},2020-03-24 00:00:00,It stung me through a paper towel,Unverified,"Unlikely to he AGH. When one of these stings you, they are described more like being shot through a paper towel!",2020-04-06 00:00:00,48.077702,-123.170761
{C77D080B-8315-45F8-A0F1-33DEDC5D58C5},2020-04-06 00:00:00,Not sure but this this was huge and never seen it before around my pond,Unverified, ,2020-04-07 00:00:00,47.370776,-120.138766
{B96D7B7E-8C04-4C89-88EE-656E8CF0FF6E},2020-04-07 00:00:00,"My husband and I were walking in the Orting Trail between Sumner, Puyallup and Orting when an insect buzzed past my head. It was larger than bees or flies I had seen before. I joked that “whatever it was it just darkened the sky for a bit”. I was jok",Unverified, ,2020-04-07 00:00:00,47.179097,-122.235314
{6FA5F703-E43F-4E6A-BA03-055385387E7E},2018-07-20 00:00:00,Orondo State Park - near the apple orchards.,Unverified, ,2020-04-07 00:00:00,47.701216,-120.195674
{6B29A36C-EE9D-4188-849D-79E6A5A3D161},2020-04-05 00:00:00,I had arrived at the Ephrata gun ranger's 25 yd handgun bay. While I was offloading my gear and equipment I noticed a large orange headed beeline wasp flying around my vehicle. It lingered around my vehicle and myself. Realizing it could be the Asian hor,Unverified, ,2020-04-07 00:00:00,47.296898,-119.500329
{46C10079-3B5B-49DE-B8F7-F1FBCB4BABD1},2019-07-28 00:00:00,It was a very large orange hornet about 2 inches. We were sitting down grilling under a tree near John Day dam when a large orange hornet fell onto the ground trying to fly bit it couldn't. I killed it in fear for my young children running around. It was,Unverified, ,2020-04-07 00:00:00,45.710268,-120.696372
{266F962C-6461-4A6D-8660-6AE608F41AB1},2019-12-22 00:00:00,"2 of these things were landing in front of my house, and went into burrows into loose dirt in front of the house.  They were about 1.5 to 2” long with orange/yellow heads.  I squashed them both, and flattened out the mount of dirt next to burrow.  I ju",Unverified, ,2020-04-07 00:00:00,47.77475,-122.213725
{4AA114DD-D296-47C6-A3BB-6E8E5A257DC3},2020-04-07 00:00:00,"Last summer, my grandson & friend said they saw a bee that was a good 2 inches long, in our back yard. We teased them bigtime, but now I'm thinking maybe he did. Yesterday there was a big fat bee out back, but it was about one inch",Unverified, ,2020-04-07 00:00:00,47.32299,-122.310432
