{82D11527-5AA3-4982-A26C-0CAE8BBC40D7},2020-10-23 00:00:00,"I was hiking in the Ski Hill area in Leavenworth today and found this hornet carcass on the side of the trail.  It's been dead for awhile, because it's just the exoskeleton.  No guts.  I picked it up with a leaf and put it in a ziplock bag and brought it",Unprocessed, ,2020-10-23 00:00:00,47.624576,-120.678818
{5BBFCFBA-27A6-46AB-9440-06FB025C2EEE},2020-10-22 00:00:00,"I was hiking in the Ski Hill area in Leavenworth today and found this hornet carcass on the side of the trail.  It's been dead for awhile, because it's just the exoskeleton.  No guts.  I picked it up with a leaf and put it in a ziplock bag and brought it",Unprocessed, ,2020-10-23 00:00:00,47.62445,-120.67867
{C248B633-A567-4C44-BC3B-FC4D7C74EFD1},2020-09-03 00:00:00,When cutting firewood saw a very unusual hornet/wasp very large. After hearing an story about Asian Hornets on the radio I looked at web and that was the insect that I tried to kill.,Unprocessed, ,2020-10-23 00:00:00,48.361534,-120.333437
{D94B286F-6AB6-4731-96BC-4B0F52188C21},2020-08-16 00:00:00,"We were camping in kittitas county when it landed on my friend. She freaked out and it flew away. It was approximately 1 and half inch long, stripped body with mostly black and yellowish/orangeish head.",Unprocessed, ,2020-10-23 00:00:00,47.293294,-120.700545
{72BE3A9B-2F2C-4051-B93E-C2C8875EA63D},2020-09-23 00:00:00,"(3) Sightings, absolutely no question Asian hornet, they are so big and thick, not like any other wasp or hornet. I live on Highland Dr in Port Ludlow, due to the virus I have been home more and doing some paintin in my garage. (3) times I have seen this",Unprocessed, ,2020-10-23 00:00:00,47.90459,-122.69302
{23756338-4E29-4F92-ADE0-F0375321FB8B},2020-10-20 00:00:00,"Seen on a security camera, so I can't be certain of size but it looks big",Unprocessed, ,2020-10-23 00:00:00,47.56473,-122.387154
{46B8640F-7273-4517-AAD4-10D6CE6385F8},2020-10-23 00:00:00,I did not get a picture it flew into the garage then flew out.  Was about the size of an adult male thumb long and wide.  It almost looked brown with proprtional thinkness of black and yellow stripes appeared to have a stinger.,Unprocessed, ,2020-10-23 00:00:00,47.14447,-122.164895
{DE321EDF-2949-415D-BD71-F4D7C9F81D81},2020-08-22 00:00:00,"I killed one not sure what is was about 2.5 cm long. I have a picture on my computer, but don't know how to add to this form",Unprocessed, ,2020-10-23 00:00:00,47.148848,-122.571348
{665C417D-A34B-4B58-973A-569EB01C4769},2015-08-20 00:00:00,We were camping up at Sunset Falls Campground a long the Lewis River. My boyfriend was stalked then stung by this. We’d never seen anything so big. His leg swelled up very large and he became somewhat ill and had to lay down the rest of the day. The pa,Unprocessed, ,2020-10-23 00:00:00,47.80399,-121.549
{1E2B3656-E2CD-4DA9-8CEF-FDE70664643B},2015-08-20 00:00:00,Previously attempted to send picture,Unprocessed, ,2020-10-23 00:00:00,47.80399,-121.549
{153C4ACC-72AE-4D87-AA80-4C714417F8C6},2020-10-02 00:00:00,It was about an inch and a quarter in length. Bright yellow where on a regular hornet it would have been black.,Unprocessed, ,2020-10-23 00:00:00,47.145673,-122.566734
{26DDF8E2-DA0C-4F87-A65A-233115BAFCCD},2020-08-29 00:00:00,I was stung several times on the 7th hole ov the Blaine disc golf course. I never saw the hornets and I lost my disc/didn't go back for it,Unprocessed, ,2020-10-23 00:00:00,48.997938,-122.72989
{3E50801D-9DBB-43DE-8D32-31CFA88C74D9},2020-10-23 00:00:00,Found dead in humming bird feeder. Silverdale WA,Unprocessed, ,2020-10-23 00:00:00,47.65171,-122.69275
{9BA7BDD9-01A5-4776-99B0-89FCE08CA53B},2020-10-19 00:00:00,I live on Bainbridge Island on a heavily wooded property My car has been sitting for several weeks. I went to drive it and spotted this Asian bee on the dash near the windshield. It looked sooo different from any other bees or wasps I have ever seen. I t,Unprocessed, ,2020-10-23 00:00:00,47.69012,-122.50978
{7BD09981-CC6F-4FF8-8395-DABFF0D07A96},2020-08-04 00:00:00,"At Cresap bay campground in Washington, my family and I saw a few extremely large looking wasps, which I now realize after reading news on NPR, are most likely Asian hornets. I did not take A picture, because we were too afraid of them, but there was a l",Unprocessed, ,2020-10-23 00:00:00,45.968985,-122.386562
