{C4F44511-EA53-4FCF-9422-E1C57703720D},2020-02-29 00:00:00,"I’m not sure what this is, but it was the biggest looking wasp/hornet I’ve ever seen, at least an inch long. Sorry for the poor quality picture, I went inside to get a glass to catch it and it flew away.",Negative ID,This is a large fly that mimics bees! Thanks for submitting it.,2020-02-29 00:00:00,48.729596,-122.480035
{89C867F1-D5ED-48C8-9586-B705F5DA9838},2019-09-07 00:00:00,"slow moving, i have this in the freezer still i think. I saw 3 of them 98588",Negative ID,Thank you for this submission. This is a harmless native golden digger wasp:  ,2020-03-18 00:00:00,47.395721,-123.105188
{81670D96-4143-47B1-A9C8-83977892D53F},2020-03-19 00:00:00,It landed on my window while working. It walked around and then bounced across it as it tried to fly into the glass.,Negative ID,Hello! This one is a Yellowjacket:  ,2020-03-19 00:00:00,47.840041,-122.323562
{D30895B7-3994-45A3-BD51-E5BA881833FD},2019-08-30 00:00:00,"Probably not an Asain Hornet but still a pretty mean looking one that I can't I.D. Second sighting that day, both found while cutting down dead Hemlock trees.",Negative ID,"Hello! This is a native wood-boring wasp, in the genus Urocerus:  ",2020-03-19 00:00:00,47.635058,-122.057332
{1304CF55-4FF9-490F-AF5A-5719CD110A9D},2020-03-23 00:00:00,"Was on the garden hose. It stung (maybe just a bite but there was only one puncture hole) the palm of my hand. Approximately 1.5 inches in length, dark dark brown with thin yellow markings.",Negative ID,"This sounds more like a yellowjacket, which are also becoming active at this time. Asian giant hornets have very distinct large orange striping. Also, their sting is described as being like a kick from a horse!",2020-03-24 00:00:00,48.74361,-122.43905
{5AD8CAF4-AB96-4BFA-8A08-6010C96937F1},2020-03-31 00:00:00,"Not sure if this is the target pest, but I figured we would send the picture in for examination. The head came off when we removed the pest from the cowling on an engine.",Negative ID,"Thanks for your submission! This is a paper wasp, common in our area.",2020-03-31 00:00:00,46.609918,-120.563107
{8DFDA283-3AFD-4E9F-9878-7A0F22E1B917},2019-07-23 00:00:00,not sure if this is one. but in case it is. Saw it at Bayview farm and garden nursery on Whidbey Island,Negative ID,"This one is one of our native species, Sphex ichneumoneus.",2020-04-01 00:00:00,48.006763,-122.462053
{8BE98561-0104-44B6-98D2-1CB625378F9B},2020-04-06 00:00:00,We live on the coast and are familiar with the bees and wasps in our area. We are outside most of the day until night. We kept remarking about a strange huge bee buzzing around that was orange and we’ve never seen before. I have no picture but will try,Negative ID,This is a harmless native wood-boring wasp.,2020-04-06 00:00:00,47.156028,-123.013366
{BE0AD7A4-F4FD-40F7-979C-AE5F4470B1E4},2020-04-07 00:00:00,"I live in Newcastle, WA and found a dead one on my front porch. I will leave it there if you want to confirm",Negative ID,This is a friendly neighborhood bumble bee!,2020-04-07 00:00:00,47.62986,-120.68945
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16 00:00:00,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",Negative ID,"This is a native sawfly, Cimbex americana or Cimbex pacifica. Generally harmless, although thy can give a bite (no sting).",2020-04-07 00:00:00,47.766765,-122.552735
